/home/chris/miniconda3/envs/marlo/bin/python /home/chris/Desktop/lunar-lander/train_agent1.py --verbose --overwrite
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gymnasium/core.py:27: UserWarning: WARN: Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gym/core.py:27: UserWarning: WARN: Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
dimension of state space = 15
number of actions = 7
| episode | return          | minimal return      | mean return        |
|         | (this episode)  | (last 20 episodes)  | (last 20 episodes) |
|-----------------------------------------------------------------------

|    1753 |     -178.300    |       -194.500      |       108.760      |

|    1754 |      117.900    |       -194.500      |       108.145      |

|    1755 |      498.200    |       -194.500      |       130.660      |

|    1756 |     -166.300    |       -194.500      |       112.190      |

|    1757 |      -85.100    |       -194.500      |       110.990      |

|    1758 |     -158.000    |       -178.300      |       112.815      |

|    1759 |      177.700    |       -178.300      |       130.015      |

|    1760 |      503.900    |       -178.300      |       161.845      |

|    1761 |      513.800    |       -178.300      |       162.335      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1762 |      563.200    |       -178.300      |       167.430      |

|    1763 |     -102.000    |       -178.300      |       168.380      |

|    1764 |      568.200    |       -178.300      |       204.135      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1765 |       28.200    |       -178.300      |       213.580      |

|    1766 |       30.000    |       -178.300      |       190.635      |

|    1767 |      487.900    |       -178.300      |       219.900      |

|    1768 |      480.600    |       -178.300      |       250.495      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1769 |     -201.900    |       -201.900      |       216.880      |

|    1770 |       65.400    |       -201.900      |       209.310      |

|    1771 |     -200.600    |       -201.900      |       174.480      |

|    1772 |     -165.200    |       -201.900      |       138.880      |

|    1773 |      482.700    |       -201.900      |       171.930      |

|    1774 |     -175.600    |       -201.900      |       157.255      |

|    1775 |     -100.700    |       -201.900      |       127.310      |

|    1776 |      -81.500    |       -201.900      |       131.550      |

|    1777 |      524.000    |       -201.900      |       162.005      |

|    1778 |     -100.200    |       -201.900      |       164.895      |

|    1779 |      178.300    |       -201.900      |       164.925      |

|    1780 |       48.100    |       -201.900      |       142.135      |

|    1781 |      508.800    |       -201.900      |       141.885      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1782 |       41.600    |       -201.900      |       115.805      |

|    1783 |      477.700    |       -201.900      |       144.790      |

|    1784 |     -195.354    |       -201.900      |       106.612      |

|    1785 |       68.500    |       -201.900      |       108.627      |

|    1786 |      238.400    |       -201.900      |       119.047      |

|    1787 |      202.100    |       -201.900      |       104.757      |

|    1788 |      130.800    |       -201.900      |        87.267      |

|    1789 |     -125.200    |       -200.600      |        91.102      |

|    1790 |      496.000    |       -200.600      |       112.632      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1791 |      556.700    |       -195.354      |       150.497      |

|    1792 |      216.700    |       -195.354      |       169.592      |

|    1793 |     -191.200    |       -195.354      |       135.897      |

|    1794 |      235.700    |       -195.354      |       156.462      |

|    1795 |     -123.100    |       -195.354      |       155.342      |

|    1796 |     -162.800    |       -195.354      |       151.277      |

|    1797 |     -132.800    |       -195.354      |       118.437      |

|    1798 |       51.700    |       -195.354      |       126.032      |

|    1799 |     -174.400    |       -195.354      |       108.397      |

|    1800 |      182.100    |       -195.354      |       115.097      |


|    1801 |      518.200    |       -195.354      |       115.567      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1802 |      200.600    |       -195.354      |       123.517      |

|    1803 |      518.900    |       -195.354      |       125.577      |

|    1804 |      544.100    |       -191.200      |       162.550      |

|    1805 |      510.000    |       -191.200      |       184.625      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1806 |      554.800    |       -191.200      |       200.445      |

|    1807 |       10.100    |       -191.200      |       190.845      |

|    1808 |     -166.600    |       -191.200      |       175.975      |

|    1809 |     -165.500    |       -191.200      |       173.960      |

|    1810 |      519.400    |       -191.200      |       175.130      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1811 |      535.700    |       -191.200      |       174.080      |

|    1812 |       24.800    |       -191.200      |       164.485      |

|    1813 |        2.400    |       -174.400      |       174.165      |

|    1814 |      237.700    |       -174.400      |       174.265      |

|    1815 |      506.500    |       -174.400      |       205.745      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1816 |      520.900    |       -174.400      |       239.930      |

|    1817 |      494.800    |       -174.400      |       271.310      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1818 |       76.100    |       -174.400      |       272.530      |

|    1819 |     -191.300    |       -191.300      |       271.685      |

|    1820 |      -77.200    |       -191.300      |       258.720      |

|    1821 |      237.700    |       -191.300      |       244.695      |

|    1822 |        6.800    |       -191.300      |       235.005      |

|    1823 |       -7.500    |       -191.300      |       208.685      |

|    1824 |      232.200    |       -191.300      |       193.090      |

|    1825 |     -195.800    |       -195.800      |       157.800      |

|    1826 |       53.000    |       -195.800      |       132.710      |

|    1827 |       18.500    |       -195.800      |       133.130      |

|    1828 |      535.800    |       -195.800      |       168.250      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1829 |      538.800    |       -195.800      |       203.465      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1830 |      492.600    |       -195.800      |       202.125      |

|    1831 |      589.000    |       -195.800      |       204.790      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1832 |      212.100    |       -195.800      |       214.155      |

|    1833 |     -196.800    |       -196.800      |       204.195      |

|    1834 |      287.300    |       -196.800      |       206.675      |

|    1835 |     -166.200    |       -196.800      |       173.040      |

|    1836 |     -178.500    |       -196.800      |       138.070      |

|    1837 |      531.900    |       -196.800      |       139.925      |

|    1838 |      503.100    |       -196.800      |       161.275      |

|    1839 |     -132.300    |       -196.800      |       164.225      |

|    1840 |     -207.700    |       -207.700      |       157.700      |

|    1841 |     -196.500    |       -207.700      |       135.990      |

|    1842 |     -137.700    |       -207.700      |       128.765      |

|    1843 |      477.900    |       -207.700      |       153.035      |

|    1844 |      518.300    |       -207.700      |       167.340      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1845 |      501.700    |       -207.700      |       202.215      |

|    1846 |      518.300    |       -207.700      |       225.480      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1847 |      222.000    |       -207.700      |       235.655      |

|    1848 |     -164.900    |       -207.700      |       200.620      |

|    1849 |     -168.700    |       -207.700      |       165.245      |

|    1850 |     -118.100    |       -207.700      |       134.710      |

|    1851 |     -195.000    |       -207.700      |        95.510      |

|    1852 |     -101.800    |       -207.700      |        79.815      |

|    1853 |      246.200    |       -207.700      |       101.965      |

|    1854 |       45.500    |       -207.700      |        89.875      |

|    1855 |     -137.200    |       -207.700      |        91.325      |

|    1856 |       22.600    |       -207.700      |       101.380      |

|    1857 |      243.600    |       -207.700      |        86.965      |

|    1858 |     -206.100    |       -207.700      |        51.505      |

|    1859 |     -146.600    |       -207.700      |        50.790      |

|    1860 |     -162.900    |       -206.100      |        53.030      |

|    1861 |       28.200    |       -206.100      |        64.265      |

|    1862 |       89.200    |       -206.100      |        75.610      |

|    1863 |      518.300    |       -206.100      |        77.630      |

